user,enrolled,prediction,correct
336607,0,0,1
186239,1,1,1
176296,0,0,1
108079,1,1,1
32780,1,1,1
200991,1,1,1
113060,1,1,1
15157,1,1,1
339422,1,1,1
360524,0,0,1
251535,0,0,1
85598,1,1,1
286484,1,1,1
373141,0,0,1
205077,1,1,1
18220,1,1,1
98134,1,1,1
137516,0,0,1
206748,0,1,0
104872,0,0,1
344045,0,0,1
80729,1,1,1
61225,1,1,1
41317,1,0,0
347557,1,1,1
257367,0,0,1
52157,1,1,1
285297,0,0,1
308403,0,0,1
14195,0,0,1
246920,1,1,1
27846,0,0,1
268159,0,1,0
119267,1,1,1
237252,0,0,1
194468,1,1,1
332295,1,1,1
349104,0,1,0
280587,0,0,1
123243,0,1,0
371217,0,0,1
6491,0,0,1
126808,0,0,1
163827,0,0,1
331079,0,0,1
296660,0,1,0
65901,1,0,0
152850,1,0,0
47474,0,0,1
351097,0,0,1
311030,1,1,1
52439,0,0,1
174293,0,1,0
78835,1,1,1
361925,1,1,1
149051,0,1,0
294227,1,1,1
306462,0,1,0
339755,1,1,1
194543,1,1,1
278473,0,0,1
21076,0,0,1
97953,1,0,0
277443,0,0,1
71717,0,0,1
336625,0,0,1
283374,1,1,1
160986,0,0,1
97641,0,1,0
350297,1,1,1
130143,0,0,1
265503,1,1,1
332485,1,1,1
259045,1,1,1
235972,0,1,0
311211,1,1,1
28532,1,1,1
76014,0,0,1
252345,1,1,1
14573,1,1,1
269501,1,1,1
10458,1,1,1
355473,1,1,1
154600,0,0,1
370712,1,0,0
128562,1,1,1
173158,0,0,1
15401,0,1,0
219473,1,1,1
46298,1,1,1
334949,0,0,1
244038,1,1,1
351105,0,0,1
36287,0,0,1
112135,1,1,1
357197,1,1,1
14535,1,1,1
338595,1,1,1
285353,0,0,1
68029,1,1,1
167634,0,0,1
342547,1,1,1
219311,0,0,1
162801,0,0,1
270006,1,1,1
362689,0,0,1
197816,0,0,1
139923,1,1,1
250659,1,1,1
341990,0,0,1
35548,0,0,1
212614,0,0,1
122050,0,1,0
274005,0,0,1
256116,1,1,1
47035,1,1,1
18158,1,1,1
308596,0,1,0
3582,0,0,1
357210,1,1,1
160675,1,1,1
84641,0,0,1
217344,0,0,1
246139,1,1,1
281803,0,0,1
292182,1,1,1
179176,0,0,1
152421,0,0,1
241525,0,1,0
35004,0,0,1
207439,0,0,1
37754,1,1,1
31814,1,1,1
250101,1,0,0
295828,1,1,1
68572,0,0,1
161022,0,0,1
139198,1,1,1
164452,0,0,1
138909,1,1,1
246227,0,0,1
127140,0,0,1
259475,1,1,1
173346,0,0,1
188711,0,0,1
69761,1,1,1
27097,0,0,1
238950,1,1,1
80748,1,1,1
55945,0,0,1
75945,0,0,1
204575,0,0,1
108522,0,0,1
205890,0,0,1
178019,0,0,1
308915,1,1,1
295803,1,1,1
242849,0,0,1
169974,0,0,1
210151,1,1,1
78749,0,0,1
203834,0,1,0
169666,1,1,1
18587,1,1,1
352777,0,0,1
257135,0,0,1
154272,0,0,1
186957,0,1,0
298966,0,0,1
144221,0,0,1
355288,1,1,1
295304,1,0,0
342519,1,0,0
115586,1,1,1
94474,1,1,1
130599,1,1,1
148100,0,0,1
175002,1,0,0
188882,1,0,0
183537,0,0,1
43406,0,0,1
71870,0,0,1
99343,0,1,0
8001,0,1,0
47946,0,0,1
215704,1,1,1
315533,1,1,1
334930,0,1,0
42634,1,1,1
200696,0,0,1
112234,1,1,1
253723,0,1,0
74973,1,1,1
149862,1,1,1
224655,1,1,1
329034,0,0,1
231634,1,1,1
255962,0,0,1
291689,1,1,1
197134,1,0,0
137971,0,0,1
199008,0,1,0
20654,0,0,1
369109,0,0,1
119684,0,0,1
24170,1,0,0
290659,1,1,1
188226,0,1,0
61893,1,0,0
112057,0,0,1
22210,0,1,0
33523,1,1,1
299814,0,0,1
345733,1,0,0
241924,1,1,1
149927,1,1,1
228149,1,1,1
121859,0,1,0
188377,0,0,1
187912,0,0,1
223191,1,0,0
44501,0,0,1
292905,1,1,1
95845,0,0,1
59148,0,0,1
143818,1,0,0
21321,0,0,1
77064,0,0,1
249106,1,1,1
353539,0,0,1
264824,0,0,1
190263,1,0,0
129636,1,1,1
353571,1,1,1
372596,1,1,1
133075,1,1,1
256341,0,0,1
112832,0,0,1
90300,0,0,1
13294,1,1,1
282970,0,0,1
124425,1,0,0
328687,1,1,1
26797,1,0,0
151544,1,1,1
128455,0,0,1
346581,0,1,0
303098,0,1,0
325176,0,0,1
360479,1,1,1
198859,0,0,1
328274,1,1,1
71048,1,1,1
10807,1,0,0
109183,1,0,0
357297,0,0,1
46334,1,1,1
225951,0,0,1
61509,1,1,1
4425,1,1,1
156936,0,1,0
344995,1,1,1
67497,0,1,0
43896,1,1,1
281728,0,0,1
321932,0,1,0
83599,1,1,1
162735,1,0,0
261288,0,0,1
207967,1,1,1
204642,1,1,1
255975,0,0,1
151403,1,1,1
287054,0,0,1
60514,1,1,1
277878,0,0,1
26080,1,0,0
263456,1,0,0
297896,0,1,0
230987,1,1,1
73473,1,1,1
244681,1,0,0
320642,1,1,1
144632,0,0,1
346193,0,0,1
223220,0,0,1
309067,0,1,0
133828,0,1,0
107029,1,1,1
147413,0,0,1
131877,1,1,1
37507,0,1,0
333168,0,0,1
66628,0,0,1
15085,1,0,0
247019,1,1,1
33924,0,0,1
19247,0,1,0
254165,1,1,1
305839,0,0,1
122257,0,0,1
226750,0,1,0
348188,1,1,1
106429,0,0,1
370037,0,0,1
326165,0,0,1
174087,0,1,0
124901,0,0,1
260618,0,0,1
328290,1,1,1
249089,1,1,1
367474,1,1,1
211979,0,0,1
287413,0,1,0
181287,1,1,1
267207,1,0,0
319188,0,1,0
168815,0,0,1
232734,0,0,1
327915,1,0,0
318280,1,0,0
48809,0,0,1
252294,0,0,1
120420,1,1,1
223128,0,0,1
289014,0,1,0
246769,1,1,1
336907,1,1,1
173206,1,1,1
326473,1,1,1
262849,1,1,1
35594,0,0,1
330510,1,0,0
273054,1,1,1
46725,1,1,1
107242,0,0,1
167579,1,0,0
253359,0,0,1
315839,0,1,0
259272,0,1,0
243993,1,1,1
185877,1,1,1
59580,1,1,1
15340,0,1,0
277012,1,1,1
309610,1,1,1
81847,0,0,1
225966,1,1,1
184898,1,0,0
219959,1,1,1
314231,1,1,1
62692,1,0,0
318261,1,0,0
35662,1,1,1
63568,1,1,1
354641,0,0,1
292679,1,1,1
352802,0,0,1
216247,1,1,1
298863,1,1,1
189064,0,0,1
231201,1,0,0
197592,1,1,1
263619,0,0,1
52285,0,0,1
301003,1,1,1
166890,1,1,1
244950,0,0,1
126770,1,1,1
274769,0,0,1
228586,1,1,1
323321,0,0,1
261850,1,1,1
131109,0,0,1
31158,0,0,1
245993,1,1,1
92016,1,1,1
167975,0,0,1
361826,0,0,1
111121,1,1,1
228222,0,0,1
212708,0,0,1
208525,1,1,1
134557,1,1,1
366117,1,0,0
110750,0,0,1
276988,0,1,0
10402,1,1,1
215936,1,1,1
43620,1,0,0
338472,0,0,1
171259,1,1,1
235586,1,0,0
302349,0,0,1
350180,1,1,1
201220,0,0,1
129597,0,0,1
353312,0,0,1
91134,1,1,1
145739,0,0,1
45125,1,0,0
282731,1,0,0
361950,1,1,1
46179,0,0,1
11706,1,1,1
71939,0,0,1
5891,1,1,1
132229,0,0,1
317528,0,1,0
160705,1,0,0
180011,1,1,1
165535,0,0,1
162305,0,0,1
218699,0,0,1
173377,0,0,1
309678,0,0,1
256780,0,1,0
157161,0,0,1
97626,0,1,0
98041,1,1,1
202879,0,0,1
58604,1,0,0
53455,0,0,1
114040,1,1,1
83843,0,1,0
110257,1,1,1
141762,1,1,1
239976,1,0,0
164268,0,1,0
343723,0,1,0
25160,1,1,1
91550,0,1,0
146187,0,0,1
310886,1,0,0
54930,1,1,1
317530,1,1,1
29278,1,1,1
216730,1,1,1
105792,1,0,0
370948,1,1,1
77247,0,0,1
292342,0,0,1
159518,0,0,1
76959,1,0,0
64073,1,1,1
170357,1,0,0
7863,1,1,1
246387,1,1,1
260730,0,0,1
90907,1,1,1
55149,0,0,1
135737,0,0,1
333962,1,1,1
224896,0,0,1
51103,0,0,1
283756,1,1,1
325944,0,1,0
140898,1,0,0
235910,0,0,1
334271,0,0,1
231165,1,1,1
171623,1,1,1
89126,0,1,0
48165,0,1,0
88907,1,1,1
360110,0,0,1
129609,1,1,1
71224,0,1,0
221406,0,0,1
254431,0,0,1
331223,0,0,1
159275,0,0,1
311865,0,0,1
253128,1,1,1
179641,0,0,1
348909,1,0,0
321468,1,1,1
181226,1,1,1
172244,1,1,1
185895,0,0,1
208701,0,0,1
159225,1,0,0
279660,0,1,0
163741,1,1,1
33061,1,1,1
243105,0,0,1
152487,1,1,1
235618,0,0,1
36569,0,0,1
213674,1,1,1
172292,1,1,1
360839,0,0,1
75086,1,1,1
261082,0,1,0
173836,0,0,1
321886,1,1,1
104291,1,1,1
146115,0,0,1
200881,1,0,0
81036,0,1,0
249440,0,1,0
165276,0,0,1
372716,1,0,0
184466,0,0,1
26944,0,0,1
38158,0,0,1
75137,0,0,1
284809,0,1,0
27351,1,0,0
365498,0,0,1
100560,0,0,1
339073,1,1,1
134049,1,0,0
71751,0,0,1
70869,1,1,1
299860,0,0,1
141108,1,1,1
280640,1,1,1
61994,0,0,1
294560,1,1,1
36345,0,1,0
278513,0,0,1
202743,0,1,0
224125,0,0,1
322171,1,1,1
210250,1,0,0
131966,0,0,1
36483,0,0,1
157164,1,0,0
112196,0,0,1
248328,0,0,1
42521,1,0,0
300290,1,1,1
167622,1,1,1
292596,1,1,1
231927,0,0,1
30519,0,0,1
205548,0,0,1
100961,0,0,1
173804,0,0,1
214717,0,0,1
131704,0,0,1
173859,0,0,1
251126,0,0,1
180086,1,1,1
277296,0,1,0
133458,1,1,1
89829,0,1,0
316548,0,0,1
358873,1,0,0
188359,0,0,1
11754,0,0,1
133844,1,1,1
325270,1,0,0
93067,0,1,0
23260,1,1,1
54742,1,1,1
1638,0,0,1
245460,0,1,0
70320,0,0,1
70872,1,1,1
101976,0,0,1
238258,1,1,1
114511,0,0,1
334801,1,1,1
251811,0,0,1
215510,1,1,1
120924,1,1,1
111544,1,1,1
269138,0,0,1
326398,1,1,1
359082,0,0,1
198497,0,0,1
82471,1,1,1
70105,0,1,0
101596,1,1,1
176420,1,1,1
221444,0,0,1
208803,1,1,1
364267,1,1,1
138726,1,1,1
170630,0,0,1
183779,0,1,0
139449,0,0,1
288987,1,1,1
292876,0,0,1
31900,0,1,0
190012,1,0,0
164756,1,1,1
120386,0,0,1
268224,1,1,1
299629,1,0,0
294487,1,1,1
38108,1,1,1
96550,0,0,1
43703,1,1,1
350113,1,1,1
158865,0,1,0
308840,0,1,0
109808,1,1,1
311136,1,0,0
174060,0,0,1
287048,1,1,1
260898,1,1,1
194602,1,0,0
336419,0,1,0
17731,0,1,0
17193,1,1,1
127942,0,0,1
35232,1,1,1
228865,1,1,1
201074,1,1,1
219144,0,1,0
287505,0,1,0
184134,1,1,1
113457,1,1,1
210442,1,0,0
317523,1,1,1
322509,0,0,1
26397,1,1,1
10754,1,0,0
353084,0,0,1
125274,1,0,0
350992,0,0,1
178916,1,1,1
188712,0,1,0
177282,1,1,1
92616,1,1,1
287411,1,1,1
152083,0,0,1
177772,1,1,1
51601,0,0,1
176439,1,1,1
251006,1,1,1
156526,0,0,1
36784,0,0,1
66337,0,1,0
254099,1,0,0
72109,1,1,1
321434,1,0,0
254460,0,0,1
254143,1,0,0
259648,0,0,1
365963,0,1,0
118152,0,0,1
236524,0,0,1
74314,1,1,1
258838,1,1,1
143440,1,0,0
301463,0,0,1
288719,1,1,1
73363,1,1,1
228658,0,0,1
67587,0,0,1
133618,1,1,1
44381,1,1,1
94434,1,0,0
175873,1,1,1
217425,1,1,1
85932,1,1,1
197359,0,0,1
78920,1,1,1
262048,1,1,1
326839,0,0,1
243711,0,0,1
324980,0,1,0
166655,0,0,1
152893,0,1,0
305437,0,1,0
191271,0,1,0
57223,0,0,1
133079,1,1,1
215856,0,0,1
340928,0,0,1
7415,0,0,1
332573,1,0,0
45106,1,1,1
333280,0,0,1
193634,0,0,1
321938,1,1,1
166513,1,1,1
323213,0,1,0
368078,1,1,1
133881,1,1,1
54275,0,1,0
123912,1,1,1
195302,1,1,1
248851,1,1,1
96145,1,1,1
321272,1,1,1
7391,1,1,1
46010,0,0,1
215511,1,1,1
144933,0,0,1
131412,1,1,1
297988,1,1,1
270263,0,0,1
246069,0,0,1
44390,0,0,1
341073,1,1,1
168382,1,1,1
244380,0,0,1
38300,1,0,0
135673,0,0,1
289111,0,0,1
37764,0,0,1
129286,0,1,0
270310,1,1,1
110605,1,0,0
72846,1,1,1
189983,0,1,0
297734,0,0,1
49365,1,1,1
332232,1,1,1
318483,0,0,1
128457,0,0,1
35540,0,0,1
139058,1,1,1
243623,0,1,0
127396,0,1,0
50866,0,1,0
254863,0,1,0
330623,1,1,1
210321,1,1,1
253253,0,1,0
321814,1,1,1
341793,1,1,1
29713,0,0,1
322606,0,1,0
138661,0,0,1
171819,0,0,1
371108,0,0,1
295024,1,0,0
210392,1,1,1
120639,1,1,1
13134,1,1,1
148191,0,0,1
241731,0,0,1
252131,1,0,0
298641,1,1,1
182495,1,1,1
306495,1,1,1
228617,0,1,0
264446,1,0,0
316497,1,0,0
152823,1,1,1
204400,0,0,1
350849,1,0,0
15330,1,0,0
166620,1,1,1
40617,1,1,1
156828,0,0,1
267962,1,1,1
219137,0,1,0
341605,0,1,0
267260,1,0,0
32213,0,1,0
123014,1,0,0
125226,0,0,1
199876,0,0,1
373061,1,1,1
18927,0,1,0
337872,0,0,1
318102,1,1,1
321125,1,1,1
326615,0,1,0
2602,1,0,0
307519,1,1,1
281347,1,0,0
202470,0,1,0
233250,0,0,1
346939,1,1,1
363677,1,1,1
264258,0,0,1
197788,1,1,1
13440,1,1,1
238592,0,0,1
163878,1,1,1
136504,0,0,1
133938,0,1,0
153767,1,1,1
251770,0,0,1
286588,0,0,1
142598,1,1,1
179544,0,1,0
159565,0,1,0
210678,1,1,1
5622,1,1,1
177953,0,0,1
231656,1,1,1
329595,0,1,0
191422,1,1,1
270213,0,0,1
356589,0,0,1
72620,0,0,1
4327,1,1,1
320069,1,1,1
111630,1,0,0
17966,1,1,1
308145,0,0,1
150876,0,0,1
276961,0,0,1
106040,1,1,1
63291,0,0,1
286157,0,0,1
225628,1,1,1
311856,1,0,0
77839,0,0,1
351669,0,0,1
201523,0,0,1
118214,1,1,1
10447,1,0,0
221713,0,0,1
120519,1,1,1
117952,1,1,1
81844,1,1,1
214654,0,0,1
176396,0,1,0
122525,0,1,0
207341,1,1,1
68685,0,0,1
34819,1,1,1
289327,1,1,1
282772,0,0,1
283427,0,0,1
257574,1,0,0
120530,1,1,1
122894,0,0,1
154543,1,1,1
93392,1,1,1
309783,0,1,0
286087,0,0,1
158483,1,1,1
127480,1,0,0
27402,0,0,1
58743,0,0,1
38410,1,1,1
329828,0,0,1
270349,1,0,0
322316,1,1,1
294833,0,0,1
190328,1,1,1
34118,1,0,0
150001,0,0,1
49631,1,1,1
215946,0,1,0
357345,1,1,1
175914,1,1,1
97195,0,0,1
317900,1,1,1
295551,0,0,1
304420,1,0,0
357579,0,0,1
100461,1,1,1
348795,1,0,0
107741,1,0,0
206979,0,0,1
365815,1,1,1
311767,1,0,0
276428,0,0,1
346246,1,1,1
63790,0,1,0
61217,1,1,1
301639,1,0,0
183360,0,0,1
171451,1,1,1
130094,0,0,1
203966,1,1,1
104022,0,0,1
93587,0,0,1
371495,0,0,1
212096,1,0,0
181690,1,0,0
76008,0,1,0
295612,1,1,1
343847,1,0,0
342855,0,0,1
157439,0,0,1
306941,0,1,0
147878,0,0,1
72835,0,0,1
52720,0,1,0
77670,0,0,1
179120,0,0,1
113824,0,0,1
128888,1,1,1
10079,1,0,0
12627,0,0,1
242381,0,0,1
79818,0,0,1
255508,1,1,1
82401,1,1,1
322023,0,0,1
151283,1,1,1
111481,0,1,0
195267,1,1,1
107408,1,1,1
228338,0,1,0
133055,0,1,0
84148,1,1,1
11664,0,0,1
59815,1,1,1
22609,1,1,1
18930,1,1,1
355140,1,1,1
83188,1,1,1
151896,0,0,1
306713,0,0,1
369754,1,1,1
303548,1,1,1
241617,1,1,1
164218,1,0,0
173802,0,0,1
164786,1,1,1
291700,0,0,1
338516,1,1,1
131591,0,0,1
6041,0,1,0
325235,0,1,0
1788,1,1,1
243285,0,0,1
189212,1,0,0
246002,0,0,1
341699,1,1,1
116956,0,0,1
264756,0,0,1
178885,0,0,1
142242,1,1,1
257493,0,0,1
43001,1,0,0
359285,0,0,1
362365,1,1,1
188120,1,1,1
321128,1,1,1
6725,0,1,0
151847,1,1,1
242058,0,0,1
364024,0,0,1
305063,0,0,1
218579,0,1,0
208085,1,1,1
309725,0,0,1
315530,0,0,1
236728,0,0,1
226923,0,0,1
214862,0,1,0
288939,0,0,1
41558,1,1,1
125035,1,0,0
301210,0,1,0
131118,1,0,0
79472,0,0,1
289436,1,1,1
78674,1,0,0
226852,0,0,1
354430,1,0,0
229968,1,1,1
17110,1,0,0
371441,0,0,1
61406,0,0,1
316059,1,1,1
179016,0,0,1
110514,0,0,1
126155,1,1,1
366746,0,1,0
65894,1,1,1
157099,1,1,1
231039,0,1,0
183236,0,0,1
295668,1,1,1
251574,0,0,1
296238,0,1,0
38376,0,1,0
347171,0,0,1
277534,1,0,0
168909,1,1,1
72175,1,1,1
53820,1,1,1
264941,1,1,1
181678,0,0,1
268333,0,1,0
303754,1,0,0
54704,1,1,1
300794,1,1,1
244426,1,1,1
256284,1,0,0
161900,1,1,1
348009,0,1,0
250048,1,1,1
259875,0,0,1
171904,0,0,1
148560,0,0,1
289179,0,0,1
360085,1,1,1
333938,1,1,1
341601,1,0,0
181585,1,0,0
273293,1,1,1
135960,1,1,1
204814,0,0,1
304180,0,1,0
260088,0,0,1
260628,0,0,1
193358,1,1,1
57754,0,0,1
371882,0,0,1
90568,1,0,0
124386,0,0,1
262540,1,0,0
59698,1,0,0
134739,1,0,0
43704,0,0,1
73782,0,0,1
311649,1,1,1
359744,1,1,1
224573,1,1,1
363873,0,0,1
243670,0,0,1
158379,1,1,1
1272,1,0,0
134059,0,0,1
191795,1,1,1
110456,1,1,1
61322,1,1,1
138730,0,0,1
117330,1,1,1
200463,0,0,1
136967,1,1,1
37664,0,0,1
72984,1,1,1
41609,1,1,1
44825,0,0,1
130361,1,1,1
248012,1,1,1
201086,1,0,0
141489,1,1,1
307728,0,0,1
221816,1,1,1
64775,1,0,0
4053,1,1,1
304084,0,0,1
276738,1,0,0
82041,0,0,1
30149,0,0,1
205787,0,0,1
79454,0,0,1
321854,0,1,0
79039,0,0,1
104768,0,0,1
338783,0,0,1
47678,1,1,1
233471,0,1,0
318516,0,0,1
241678,1,0,0
220094,0,0,1
115976,0,0,1
256455,0,0,1
11877,0,0,1
183642,0,0,1
40691,0,0,1
103092,1,0,0
126887,1,1,1
34088,1,1,1
153308,0,0,1
345332,0,0,1
45656,0,0,1
222315,1,1,1
153000,0,1,0
133575,1,1,1
3888,0,1,0
118253,1,0,0
362115,0,0,1
245992,1,1,1
270747,1,1,1
127286,0,0,1
142449,1,1,1
32308,1,0,0
303760,0,0,1
98061,0,0,1
268485,1,1,1
312805,0,0,1
252642,0,0,1
351467,0,0,1
44184,0,0,1
314922,0,1,0
75522,0,0,1
178256,1,1,1
223333,0,1,0
268711,0,0,1
354655,0,0,1
263198,0,0,1
337728,1,1,1
359794,0,0,1
28812,1,1,1
338719,0,0,1
215659,0,0,1
102029,1,0,0
359698,0,0,1
56585,1,1,1
74145,0,0,1
229214,0,0,1
350851,0,0,1
41306,0,0,1
208405,0,1,0
64480,1,1,1
15915,1,0,0
215089,0,0,1
250636,1,1,1
85208,0,0,1
162734,1,1,1
246118,0,1,0
26267,1,1,1
311417,1,1,1
23205,0,1,0
189957,1,1,1
4578,0,0,1
160590,0,1,0
198408,1,0,0
193814,1,0,0
207277,1,0,0
36200,1,1,1
290959,0,0,1
262463,1,0,0
318950,0,0,1
342459,1,1,1
263829,0,0,1
276080,1,1,1
342638,1,0,0
161553,1,1,1
264039,1,1,1
210010,1,1,1
51133,1,1,1
132704,1,1,1
309503,0,0,1
85047,1,1,1
3121,1,1,1
115640,1,1,1
163180,0,0,1
173721,1,1,1
268531,1,1,1
82945,1,0,0
260864,1,0,0
38454,1,1,1
68559,1,1,1
74201,0,0,1
269477,0,0,1
336266,1,0,0
91936,0,0,1
37462,1,1,1
202401,1,1,1
107015,0,0,1
349008,1,1,1
285892,1,1,1
61430,0,1,0
251981,1,0,0
311997,0,0,1
264872,0,0,1
19912,0,0,1
142866,1,1,1
33889,1,1,1
147280,1,1,1
103755,0,0,1
70919,1,1,1
157694,0,1,0
240932,0,0,1
60773,0,0,1
7341,0,0,1
134452,1,1,1
212046,0,0,1
120415,1,1,1
126179,0,0,1
212552,0,1,0
193965,0,0,1
297197,0,1,0
17572,0,1,0
264837,1,1,1
115448,0,0,1
76226,0,0,1
235425,0,0,1
136686,0,0,1
18161,1,0,0
182490,0,0,1
120361,0,0,1
329272,1,1,1
197936,0,0,1
348518,1,1,1
35806,0,0,1
369964,0,0,1
55534,0,0,1
277089,0,0,1
3110,0,0,1
97221,1,1,1
174301,1,1,1
13229,0,0,1
243795,1,1,1
42054,0,0,1
51518,1,0,0
319715,0,0,1
111955,1,0,0
25536,1,1,1
189809,1,1,1
276960,1,1,1
59135,0,0,1
152747,1,1,1
313527,0,0,1
128249,0,0,1
278391,1,1,1
168200,1,1,1
103616,0,1,0
130552,1,0,0
253559,1,1,1
214954,1,1,1
271799,0,0,1
353168,0,0,1
366321,0,0,1
235939,0,0,1
183173,1,1,1
253415,0,0,1
99263,0,0,1
163232,0,0,1
288259,1,1,1
93381,0,0,1
131762,0,1,0
5752,0,0,1
331483,0,0,1
349042,0,0,1
331026,1,1,1
361118,0,0,1
44559,0,1,0
124051,1,1,1
32491,1,1,1
69481,0,0,1
242053,1,0,0
303927,1,0,0
2240,0,0,1
180008,0,0,1
197590,1,1,1
259674,0,0,1
218013,1,1,1
204526,0,0,1
178396,0,0,1
28091,1,1,1
353596,0,0,1
282362,1,1,1
232057,0,0,1
40964,0,0,1
46411,0,0,1
295684,1,0,0
128863,1,0,0
210702,0,0,1
26446,0,0,1
25833,0,1,0
163218,1,0,0
101709,1,0,0
81692,1,1,1
264958,1,1,1
91804,1,1,1
205334,0,0,1
109905,1,0,0
243429,0,0,1
79077,0,0,1
285656,0,0,1
358331,0,0,1
189118,1,0,0
28271,1,0,0
211867,1,0,0
233605,0,0,1
108087,0,1,0
3413,1,1,1
107434,0,0,1
103270,1,1,1
182055,1,0,0
12618,0,0,1
201588,0,0,1
367207,1,1,1
56774,0,0,1
329208,1,1,1
244898,1,1,1
278837,1,0,0
299954,1,1,1
310476,0,0,1
360559,1,1,1
220047,1,1,1
145840,0,0,1
172399,0,0,1
68344,1,1,1
255095,1,0,0
308856,1,1,1
58076,0,0,1
259110,0,0,1
294376,1,1,1
129654,1,0,0
293603,1,1,1
227691,0,0,1
177482,1,1,1
165848,0,1,0
38743,1,0,0
13138,1,0,0
207902,0,0,1
169113,0,0,1
52019,0,0,1
298521,0,0,1
248371,1,1,1
347272,0,0,1
104136,1,1,1
98569,1,0,0
36083,0,0,1
198075,1,1,1
245175,0,1,0
178031,0,0,1
319793,0,0,1
165432,1,0,0
2163,0,0,1
229107,1,1,1
292815,0,0,1
169271,1,1,1
196433,0,0,1
259321,1,1,1
273969,0,0,1
340141,0,0,1
84736,0,0,1
113192,0,0,1
168983,1,1,1
101402,1,1,1
298106,1,1,1
292051,0,0,1
228230,0,1,0
163444,1,1,1
121805,0,0,1
192166,0,1,0
285538,0,1,0
362860,1,0,0
197327,0,1,0
320700,0,1,0
268315,1,1,1
146093,0,0,1
8830,1,0,0
99737,0,0,1
69544,1,1,1
307648,1,1,1
237029,1,1,1
115453,0,1,0
69246,1,1,1
281174,1,1,1
215369,0,0,1
37194,1,1,1
290679,1,1,1
247491,1,0,0
44814,0,1,0
146299,1,1,1
250734,1,1,1
159666,1,1,1
206579,0,0,1
120361,0,0,1
306685,0,1,0
208210,0,0,1
246689,1,1,1
24611,1,1,1
185924,0,0,1
152270,1,1,1
303178,1,1,1
231029,0,0,1
233475,1,0,0
180704,0,0,1
78550,0,0,1
108459,1,0,0
159946,1,0,0
315728,1,1,1
261153,1,1,1
278785,1,1,1
204246,0,1,0
116845,1,0,0
33336,0,0,1
19419,0,0,1
295112,1,0,0
42492,0,0,1
75548,0,1,0
253755,1,1,1
137438,1,1,1
103347,0,1,0
167748,0,0,1
184616,1,1,1
122013,0,0,1
127915,1,0,0
26686,1,0,0
366808,1,1,1
335560,0,0,1
69079,1,1,1
229055,1,1,1
226081,0,0,1
58126,1,1,1
243484,0,0,1
267097,1,1,1
238707,0,0,1
314523,0,0,1
193729,0,0,1
207422,1,1,1
95640,1,1,1
152746,0,1,0
176899,1,1,1
106632,0,0,1
76837,1,1,1
112851,0,0,1
94224,1,1,1
368217,1,1,1
59852,1,1,1
100414,1,1,1
364218,1,1,1
207791,1,1,1
61867,1,1,1
75931,0,1,0
338694,1,1,1
297940,1,1,1
85145,0,0,1
147097,0,1,0
261408,0,0,1
68044,0,0,1
220302,0,0,1
260501,1,1,1
176415,1,0,0
168918,1,1,1
147880,0,0,1
50132,0,1,0
274358,0,0,1
289642,0,0,1
211592,0,0,1
297419,1,1,1
258836,1,0,0
301816,0,0,1
323241,1,1,1
251203,1,0,0
258227,1,1,1
185412,1,1,1
3724,1,0,0
366161,0,0,1
331120,1,1,1
34061,0,0,1
358181,0,0,1
291233,1,1,1
4224,0,0,1
146212,0,0,1
181164,0,1,0
34400,0,0,1
9112,0,0,1
133688,1,1,1
357407,1,0,0
107623,0,0,1
77924,1,0,0
71111,0,0,1
149918,0,1,0
65360,0,0,1
95372,0,1,0
309015,1,0,0
31293,0,0,1
351347,1,1,1
131845,0,0,1
31319,1,1,1
27030,0,0,1
273608,0,0,1
3635,0,0,1
149524,0,1,0
238205,1,1,1
28783,1,1,1
287212,0,0,1
88359,1,0,0
205892,1,1,1
355549,1,1,1
301132,0,0,1
247811,0,0,1
148715,0,0,1
163437,1,1,1
370802,1,0,0
70106,1,1,1
289125,0,0,1
128754,0,0,1
143071,0,0,1
312873,1,1,1
310413,1,1,1
81759,1,1,1
250928,1,1,1
221321,0,0,1
211817,1,1,1
320313,1,0,0
46427,0,0,1
95912,0,1,0
322743,1,0,0
111019,1,0,0
104229,0,0,1
195382,1,1,1
35445,0,0,1
86238,1,0,0
370482,0,0,1
7193,1,1,1
31465,1,0,0
122173,1,0,0
101642,0,0,1
72834,0,0,1
164521,0,1,0
292933,1,1,1
345249,1,1,1
329303,1,1,1
265415,1,1,1
130151,0,0,1
290458,1,1,1
291228,0,0,1
102909,1,1,1
27416,1,0,0
114548,0,0,1
342145,0,0,1
290761,0,1,0
168856,0,0,1
164757,0,0,1
175032,1,0,0
195128,0,0,1
329189,0,0,1
228273,1,1,1
35604,0,0,1
104498,0,0,1
157275,0,1,0
260581,1,1,1
265102,0,1,0
28818,1,1,1
200851,0,0,1
349817,0,0,1
135416,0,0,1
280112,1,0,0
280950,0,0,1
68121,0,0,1
29641,0,0,1
298694,1,1,1
221971,0,0,1
238005,0,0,1
78160,0,0,1
239237,0,0,1
331363,0,0,1
216095,1,1,1
31626,1,1,1
61617,1,0,0
343267,1,0,0
278453,0,0,1
209794,0,0,1
92540,1,0,0
23278,1,0,0
271432,1,1,1
189495,1,1,1
237400,0,0,1
135099,0,0,1
78340,1,1,1
275739,0,0,1
220659,0,0,1
310994,1,1,1
271701,1,0,0
40005,0,0,1
221210,1,1,1
